clay_company_id,name,size,type,domain,country,industry,location,description,linkedin_url,annual_revenue,total_funding_amount_range_usd
35396236,Conduit,51-200,Privately Held,conduitpay.com,United States,Financial Services,Remote - Global,"Conduit is a next-generation payment network for businesses that move money across borders.

We empower companies to seamlessly transact in and out of stablecoins and local fiat currencies, between a wide range of networks and domestic payment rails, with deep connectivity across Latin America, Africa, and Asia.

By integrating with our cross-border operating system, payment service providers, fintechs and neobanks can provide stablecoin-assisted global payments for their customers â allowing them to make fast, low-fee payments in US dollars and 10+ other currencies.

We are evolving the future of finance. Get started at conduitpay.com",https://www.linkedin.com/company/conduit-financial,25M-75M,88900000.0
10736006,Deblock,11-50,Privately Held,deblock.com,United Kingdom,Financial Services,"London, England",The first crypto wallet integrated with a current account.,https://www.linkedin.com/company/deblock,10M-25M,12000000.0
36136627,Girls Who Invest,11-50,Non Profit,girlswhoinvest.org,United States,Financial Services,"New York, New York","Girls Who Invest (âGWIâ) is a non-profit organization founded in April 2015 dedicated to increasing the number of women in portfolio management and executive leadership in the asset management industry. Our benchmark for success is to have 30% of the worldâs investable capital managed by women. This goal is in sharp contrast to 2014, a year in which less than 10% of the worldâs investable capital was managed by women.

We will focus on education, industry outreach, accessibility and career placement to achieve our mission. At GWI, we aim to create programs to inspire and support young women to become tomorrowâs leaders.

By completing GWIâs rigorous program, talented and motivated women will be well prepared to enter the industry across all asset classes including public and private equity, fixed income, credit, hedge funds, real estate, infrastructure, and to be skilled allocators of capital.",https://www.linkedin.com/company/girlswhoinvest,1B-10B,2000000.0
29056176,Institute and Faculty of Actuaries,51-200,Non Profit,actuaries.org.uk,United Kingdom,Financial Services,"London, England","The Institute and Faculty of Actuaries (IFoA) is the UK's only chartered professional body dedicated to educating, developing and regulating actuaries based both in the UK and internationally.

We represent and regulate our members for the benefit of the outside world and oversee their education at all stages of qualification and development throughout their careers.

As a professional body we work with employers to encourage and develop their actuarial employees to better themselves, the employer and the financial sector.

Here is our privacy policy, including the T&C's pertaining to our social media channels: https://www.actuaries.org.uk/privacy-policy",https://www.linkedin.com/company/the-faculty-and-institute-of-actuaries,200M-500M,
29093438,JCB International (Europe) Ltd.,51-200,Privately Held,jcbeurope.eu,United Kingdom,Financial Services,"London, England","JCB is a major global payment brand and a leading credit card issuer and acquirer in Japan. JCB launched its card business in Japan in 1961 and began expanding worldwide in 1981. Its acceptance network includes about 72 million merchants around the world. JCB Cards are now issued mainly in Asian countries and territories, with more than 181.9 million cardmembers. As part of its international growth strategy, JCB has formed alliances with hundreds of leading banks and financial institutions globally to increase its merchant coverage and cardmember base. As a comprehensive payment solution provider, JCB commits to providing responsive and high-quality service and products to all customers worldwide. For more information, please visit: www.global.jcb/en/",https://www.linkedin.com/company/jcb-international-europe-limited,10M-25M,
2120336,Jackson Financial Group Inc,51-200,Self Employed,stephenjacksonagency.com,United States,Financial Services,"Hayden, Idaho","These last few years have changed the way employers & employees think about work and what is important to them and their families. Many individuals every month are looking for a change of pace and new opportunities that allow them the flexibility to work from home without sacrificing earning potential or putting them and their families at risk.
Jackson Financial Group is a national insurance and financial services company with partners and locations Nationwide. You will have the ability to work remotely from anywhere. Our company was founded on the belief that every client deserves holistic financial planning for their businesses, families, and employees. We pride ourselves on embracing cutting edge technology driven solutions to assist our sales teams in providing a best-in-class customer experience.",https://www.linkedin.com/company/jackson-financial-group-inc,25M-75M,
34211223,RemotePass,51-200,Privately Held,remotepass.com,United States,Financial Services,"Boston, Massachusetts","RemotePass is a global employment, payroll, and spend platform that helps companies hire, pay, and support workers across more than 150 countries.

The platform combines EOR, contractor management, global payments, and embedded fintech into a single system, providing finance and people leaders with a compliant, unified source of truth for their distributed workforce.

RemotePass powers the growth of many leading global businesses including Logitech, Tata Group, InDrive and Careem, and is backed by EBRD, 500 Global, and other leading investors.",https://www.linkedin.com/company/remotepass,25M-75M,7500000.0
26024222,11:FS,51-200,Privately Held,11fs.com,United Kingdom,Financial Services,"London, England","At 11:FS, we donât just talk digital - we make it happen. We're building truly digital financial services by partnering with bold teams to take them from market insights to real-world products. Whether you're an incumbent innovating or a startup breaking new ground, we bring the strategy, research, design, and delivery to make it real. Less talk, more impact.
Proud winners of the British Bank Award for Consultancy of the Year - six times and counting.

We are also the creators of the world-famous Fintech Insider podcast, a bi-weekly show about all things fintech and financial services, which has been dowloaded over 25 million times in 180 countries.",https://www.linkedin.com/company/11-fs,75M-200M,
1948790,Financial Planning Association (FPAÂ®),11-50,Non Profit,financialplanningassociation.org,United States,Financial Services,"Denver, Colorado","The Financial Planning AssociationÂ® (FPAÂ®) is the leading membership organization for CERTIFIED FINANCIAL PLANNERÂ® professionals and those engaged in the financial planning process. FPA is the CFPÂ® professionalâs partner in planning by helping them realize their vision of professional fulfillment through practice support, learning, advocacy, and networking. Our best-in-class learning and certificate programs, signature events, and profession-leading publications like the Journal of Financial Planning, enable our members to gain critical knowledge as they work to achieve higher levels of competency in financial planning.",https://www.linkedin.com/company/financial-planning-association,75M-200M,
37372751,Grayscale Investments,51-200,Privately Held,grayscale.com,United States,Financial Services,"Stamford, Connecticut","Grayscale enables investors to access the digital economy through a family of future-forward investment products. Founded in 2013, Grayscale has a decade-long track record and deep expertise as an asset management firm focused on crypto investing. Investors, advisors, and allocators turn to Grayscale for single asset, diversified, and thematic exposure.

Disclosure: grayscale.com/terms-of-service",https://www.linkedin.com/company/grayscale-investments,500M-1B,2800000.0
12577106,Virgin StartUp,11-50,Non Profit,virginstartup.org,United Kingdom,Financial Services,"London, England","Helping the UK's founders startup and thrive.

 Access up to Â£25k per co-founder in Start Up Loan funding and support https://www.virginstartup.org/start-up-loans

 Join our new founder Community to connect, share, learn and grow. UK only. Community.virginstartup.org

 Free monthly events to get inspired and meet other founders on the same journey as you",https://www.linkedin.com/company/virgin-startup,10M-25M,
2477591,Pantera Capital,51-200,Partnership,panteracapital.com,United States,Financial Services,"Menlo Park, California","Pantera Capital is the first institutional investment firm focused exclusively on bitcoin, other digital currencies, and companies in the blockchain tech ecosystem.

Subscribe to our industry research, weekly news digests, and special updates at http://panteracapital.com/subscribe

For more information, visit www.panteracapital.com",https://www.linkedin.com/company/pantera-capital,25M-75M,
40553937,Customer Intelligence Inc.,51-200,Privately Held,customerintelligenceinc.com,United States,Financial Services,"Weston, Florida","â¢ We are a global multi-service firm with deep knowledge of the electronic payments ecosystem
â¢ Our global footprint is focused in the North & Latin American region as well as the Caribbean region, but we are rapidly expanding to new territories such as Europe, Africa & Oceania
â¢ Our DNA is comprised of 3 key elements of success: innovation, problem solving, and business development
â¢ Our company at a glance:
   17+ years of experience
   500+ successful projects
   30 countries with continuous expansion
   150+ satisfied clients
â¢ We can create, test, and deploy tailor-made solutions to overcome (virtually) any business challenge by being an innovation enabler & problem-solver for our clients
â¢ We are eager to find new & diverse talent across the globe to join our team and continue thriving within the electronic payments industry. Contact us!",https://www.linkedin.com/company/customer-intelligence-inc-,25M-75M,
14269145,"Trepp, Inc.",51-200,Public Company,trepp.com,United States,Financial Services,"New York, New York","Trepp, founded in 1979, is the leading provider of data, insights, and technology solutions to the structured finance, commercial real estate, and banking markets.

Trepp provides primary and secondary market participants with the solutions and analytics they need to increase operational efficiencies, information transparency, and investment performance.

From its offices in New York, Dallas, and London, Trepp serves its clients with products and services to support trading, research, risk management, surveillance, and portfolio management.

Trepp subsidiary, Commercial Real Estate Direct, is a daily news source covering the commercial real estate capital markets. Trepp is wholly owned by Daily Mail and General Trust (DMGT).

Visit www.trepp.com for more information.",https://www.linkedin.com/company/trepp,25M-75M,
1237790,Clearlake Capital Group,51-200,Privately Held,clearlake.com,United States,Financial Services,"Santa Monica, California","Clearlake Capital is a leading global alternative asset manager founded in 2006 with over $185 billion of assets under management. Clearlake offers a broad range of investment solutions across private equity, credit, infrastructure, secondaries, co-investments, and other related private market strategies. Through Pathway Capital Management, a division of Clearlake, the Firm serves institutional and wealth investors seeking diversified access to private markets. Clearlake seeks to partner with experienced management teams by providing patient, long-term capital to businesses across multiple sectors. The Firm aims to drive value through its active, hands-on operating approach, O.P.S.Â® (Operations, People, Strategy), which combines deep operational expertise with strategic and talent-focused initiatives. Headquartered in Santa Monica, Clearlake maintains 14 offices across the Americas, Europe, Asia, and the Middle East. For more information, please visit Clearlake.com.",https://www.linkedin.com/company/clearlake-capital-group-lp,75M-200M,
11435539,Open Banking,51-200,Non Profit,openbanking.org.uk,United Kingdom,Financial Services,"London, England","Open Banking LTD (formerly OBIE) set up by the UK Competition and Markets Authority to create innovative technology (APIs), data standards and the governance structures enabling the UK to implement Open Banking.

Open Banking drives innovation and competition in banking services and provides secure and transparent information sharing for individuals and SMEs aiming to give customers greater control of their financial data and better value.",https://www.linkedin.com/company/openbanking,10M-25M,
26082249,BKN301,51-200,Privately Held,bkn301.com,United Kingdom,Financial Services,"London, England","BKN301 is building the financial data infrastructure layer connecting regulated banking, AI and digital assets across Europe, the Middle East and Africa.
Through the award-winning AI native BKN301 Orchestrator, we provide a governed foundation that combines API Gateway, Data Decoupling, and AI Infrastructure  within a composable ecosystem.

The governed and composable BKN301 Orchestrator enables financial institutions to:

 Unify, govern and unlock the value of financial data across systems
 Modernise within licensed and compliant banking environments
 Embed AI directly into regulated financial operations
 Connect traditional finance with digital and tokenised assets

The result:

Secure and scalable modernisation
Continued value from existing infrastructure
Reduced need for costly and disruptive system replacements

The future of intelligent financial systems begins with governed data.",https://www.linkedin.com/company/bkn301,10M-25M,40000000.0
7144935,Celia Wallet,11-50,Privately Held,celiawallet.com,United States,Financial Services,"Newark, Delaware","With Celia, Web3 becomes simple, accessible, and rewarding for everyone. Whether you want to transact, build, or play, Celia is the key to unlocking the full potential of digital assets.",https://www.linkedin.com/company/celia-finance,1M-5M,
19054043,LoanStreet Inc.,51-200,Privately Held,loan-street.com,United States,Financial Services,"New York, New York","About LoanStreet Inc.
LoanStreet is the first fully-integrated, online platform that streamlines the process of sharing, managing, and analyzing loans for credit unions, banks, and direct lenders. LoanStreet was founded in 2013 with the mission to create a more efficient, transparent, and robust way to connect lenders and investors as well as administer their loans. Today, hundreds of financial institutions rely on LoanStreetâs turnkey, automated platform to gain access to a nationwide network of lenders and investors, track the performance of their loan portfolio, and more profitably grow and diversify their balance sheet. LoanStreet was co-founded by Ian Lampl, formerly the U.S. Treasury Departmentâs Deputy Chief Counsel for TARP, to make it easier for financial institutions of all sizes to scale their ability to share and manage their loan book. For more information or to join the LoanStreet network, please visit www.loan-street.com or email:  info@loan-street.com.",https://www.linkedin.com/company/loanstreet-llc,25M-75M,25000000.0
14988680,Rain,51-200,Privately Held,rainapp.com,United States,Financial Services,"Santa Monica, California","Rain is the AI financial health platform tackling the $1.9 trillion problem of employee disengagement caused by financial stress. We help employees move from paycheck-to-paycheck to financial resilience through responsible earned wage access, budgeting tools, spending analysis, and wealth-building features. We have already paid out $4B+ in earned wages to 3.5 million employees across 1,200 employersâincluding McDonald's, T-Mobile, Cava, and Marriottâcutting turnover, improving attendance, and strengthening workforce financial health.",https://www.linkedin.com/company/rain-app,75M-200M,441000000.0
37968148,Brightwell,51-200,Privately Held,brightwell.com,United States,Financial Services,"Atlanta, Georgia","Brightwell is an Atlanta-based financial technology company that provides financial services, including cross-border payments, complex international refunds, and payroll services to more than 300K global workers from over 140 different countries. Brightwellâs mobile-first platform and suite of financial tools simplifies B2C and P2P payments and personal finances.

Now you can do business with anyone, anywhere in the world.",https://www.linkedin.com/company/brightwell-payments-inc,25M-75M,
61080003,Pluto,11-50,Privately Held,getpluto.com,United States,Financial Services,"San Francisco, California","Pluto is the finance workflow automation & spend management platform of choice for businesses of all sizes across North America & MENA.

Pluto combines the power of instant issuance, unlimited corporate cards with the highest cashback, an end to end Procure-to-Pay platform, invoice management & employee per diem management, all within one platform.

No more chasing for receipts, manually approving invoices on long e-mail threads or sharing one corporate card with several people. Pluto's platform brings control back to complex finance and accounting business processes and creates a streamlined approach to controlling your company's spending.

The best part? One-click sync all of your Pluto transactions to all major ERPs including Oracle Netsuite, Microsoft Dynamics, Xero, Zoho & more.",https://www.linkedin.com/company/plutocardmena,25M-75M,10099999.0
25396595,Unusual Ventures,11-50,Privately Held,unusual.vc,United States,Financial Services,"Menlo Park, California",Unusual Ventures leads seed rounds in enterprise AI software startups. We built a hands-on engagement model that gives technical founders the best odds of finding product-market fit.,https://www.linkedin.com/company/unusualventures,10M-25M,
27604426,Marathon Asset Management,51-200,Privately Held,marathonfund.com,United States,Financial Services,"New York, New York","CVC Marathon is a leading global asset manager with $24B in AUM specializing in the Public and Private Credit markets with an unwavering focus on exceptional performance, partnership and integrity. CVC Marathon's integrated global credit platform is driven by our specialized, experienced and disciplined investment teams across Private Credit (Direct Lending, Asset-Based Lending, Opportunistic Credit) and Public Credit (High Yield, Leveraged Loans & CLOs, Emerging Markets, and Structured Credit).

On 1 July 2026, CVC, the global leader in private markets, with seven complementary strategies across Private Equity, Secondaries, Credit and Infrastructure, completed the acquisition of Marathon to create CVC Marathon.

CVC Marathon's investment programs are built on unique origination platform, rigorous fundamental research, and robust risk management to create attractive and resilient portfolios on behalf of our clients. Founded in 1998, CVC Marathon is driven by our mission to deliver exceptional investment performance and cultivating lasting strategic partnership with our clients, including leading institutional investors: public and corporate pension plans, sovereign wealth funds, endowments, foundations, insurance companies, family offices, and RIAs. CVC Marathonâs 190 professionals work from our offices in New York, London, Luxembourg, Miami and Los Angeles. CVC Marathon is registered with the U.S. Securities and Exchange Commission (SEC) and Financial Services Authority (""FSA"") in the UK. CVC Marathon is a signatory of the Principles for Responsible Investment (PRI).

For additional information, please visit Marathonâs website at https://marathonfund.com.",https://www.linkedin.com/company/marathon-asset-management,25M-75M,
9203418,Association of Certified Financial Crime Specialists - ACFCS,11-50,Privately Held,acfcs.org,United States,Financial Services,"Alpharetta, Georgia","The Association of Certified Financial Crime Specialists (ACFCS) is a worldwide organization for private and public sector professionals who work in diverse financial crime disciplines, including anti-money laundering, FATCA-tax evasion, FCPA-corruption, fraud, data analytics and security, compliance, regulation and enforcement.

ACFCS awards the Certified Financial Crime Specialist (CFCS) certification to qualified candidates who pass a proctored examination offered at authorized testing centers around the world. Professionals in the financial crime field from more than 50 nations have already obtained the CFCS certification.

ACFCS offers its members and the worldwide financial crime community an array of information and training products and services, as well as a global community of financial crime specialists with whom members may network and exchange ideas and solutions to common challenges.

ACFCS is guided by an expert Advisory Board composed of leaders who have distinguished themselves in various financial crime disciplines in the private and public sectors. The management that leads the operations of ACFCS has substantial experience in constructing professional certifications and managing member associations.",https://www.linkedin.com/company/association-of-certified-financial-crime-specialists,25M-75M,
23383251,"Synergy Consulting, Inc.",51-200,Privately Held,synergyconsultingifa.com,United States,Financial Services,"Reston, Virginia","Synergy Consulting is Global Leader in Financial and Corporate Advisory.

Synergy is 'Your Partner of Choice' to develop, finance, manage and deliver Infrastructure Projects.

We partner with our clients, advising on path-breaking marquee Projects across Infrastructure Sectors and geographies globally.

We've worked with numerous private sector clients and governments to implement PPP structures across infrastructure sectors.

Synergy PPP experience includes Power - both Renewable & Conventional, Green Hydrogen, Energy Storage, Water, Waste-water, District Cooling & Heating; Oil & Gas and Petrochemicals; Transport and Logistics; Real Estate; Telecom; Education; Healthcare; LED Street Lighting; Solid Waste Management; Metals and Mining.

Synergy engages with financial institutions such as Multilateral (World Bank, IFC, ADB, AFDB, EIB, AIIB, EBRD); Bilateral (CDC, DEG, FMO, Proparco, IDC); Export Credit Agencies (ECAs), Governments, Private Developers and International / Regional Commercial Banks.

Our Services:
Project Finance & Bid Advisory
Project Development
Debt Raising / Syndication
Bid Management
Project Feasibility Analysis
Investment Advisory
Financial Modelling & Audit
3rd-party Independent Financial Model Audit
Group Company Valuations
Financial Restructuring
Mergers & Acquisitions
Development & Capital Raising
Valuation
Due Diligence (Buy-side & Sell-side)
Debt Restructuring/Re-profiling
Capital Structure Rebalancing
Debt Optimization
Distressed Debt Resolutions
Government Advisory
Pre-feasibility/Feasibility
Tender documentation & process management
Bid evaluation & negotiation
Public & Private institutional capacity building

Synergy is a leader in Green Hydrogen / Green Ammonia projects. We work with our clients for decarbonization efforts and in meeting the shared environmental goal 2050.

Synergy Celebrates  22 Years of Excellence (2002 - 2024), 14 Global Offices in 13 Countries across 6 Continents.",https://www.linkedin.com/company/synergy-consulting-inc,75M-200M,
25826814,CD&R,51-200,Partnership,cdr.com,United States,Financial Services,"New York, New York","Founded in 1978, CD&R is an investment firm with an investment strategy predicated on building stronger, more profitable businesses.

We work collaboratively with corporate and family business sellers on transactions to maximize value. We believe many corporations, CEOs and entrepreneurs select CD&R as their partner because of our reputation for trustworthiness and operational leadership.

We practice investing as a craft, relying on a dedicated and cohesive team with a shared sense of purpose and values. Our investment approach blends skilled investment judgment with extensive experience driving growth and operating excellence.",https://www.linkedin.com/company/clayton-dubilier-&-rice,75M-200M,
17113874,Wall Street Prep,51-200,Privately Held,wallstreetprep.com,United States,Financial Services,"Newton, Massachusetts","Wall Street Prep is a global financial training firm. Established in 2004 by investment bankers to train the financial services industry, Wall Street Prep trains over 10,000 professionals and students annually. Our client list includes the world's top investment banks, private equity firms, Fortune 1000 companies and business schools. Our online training and instructor-led boot camps are direct adaptations of our corporate training, making Wall Street Prep the ideal choice for those looking to break into finance.",https://www.linkedin.com/company/wall-street-prep,25M-75M,
31617666,The Credit Pros,51-200,Privately Held,thecreditpros.com,United States,Financial Services,"West Palm Beach, Florida","The Credit Pros is an Inc.5000 technology-enabled credit repair organization.

Staffed by a team of experienced professionals who are eager and passionate. The Credit Pros helps clients to remove erroneous credit information from consumer credit reports.

The Credit Pros Intl is BBB Accredited with an ""A"" rating.

Accolades:
Inc. 5000 Fastest Growing Private Companies in America, Inc Magazine, 2018
SmartCEO Technology Future 50, 2017
Inc. 5000 Fastest Growing Private Companies in America, Inc Magazine, 2017
Best Places to Work in NJ, Best Places To Work in NJ, 2017
Inc. 5000 Fastest Growing Private Companies in America, Inc. Magazine, 2016
Axial Growth 100, Axial, 2016
Entrepreneur 360TM Best Privately-Owned Businesses in America, 2016
Inc. 5000 Fastest Growing Private Companies in America, Inc Magazine, 2015
Inc. 5000 Fastest Growing Private Companies in America, Inc Magazine, 201",https://www.linkedin.com/company/thecreditpros,75M-200M,
16935713,RedCompass Labs,51-200,Privately Held,redcompasslabs.com,United Kingdom,Financial Services,"London, England","We know payments.

We're payments experts focused exclusively on payments modernization. Our company works with banks and platform vendors around the world to deliver scheme migrations, platform builds, and large-scale modernization programs faster and with less risk than traditional consulting.

Over the last 23 years, we've delivered 500+ projects across the worldâs major payments schemes and platforms, including SEPA, Swift, the Real-time Payments Network, and FedNow on the scheme side, ISO 20022 migrations, and FIS Open Payments Framework (OPF), Finastra Global PAYplus (GPP), ACI Connetic, and many others on the platform side.

Our flagship product is the Payments Expert Agent, an AI solution purpose-built for the full payments modernization software development lifecycle. From requirements analysis through development, testing, and deployment.

Itâs trained on the company's decades of delivery expertise and more than 30,000 curated payments documents. Certified to SOC 2 Type II, the Payments Expert Agent deploys inside the bank's environment and enables modernization teams deliver complex programs faster, at lower cost, and to a higher standard.

In parallel, we help banks detect financial crime hidden within payment flows. The RedFlag Accelerator is a global reference for detecting modern slavery, human trafficking, child sexual exploitation, elder abuse, drug trafficking, scams, and authorized push payment fraud. It combines a persona-oriented detection approach with red flags, crime models, and open-source intelligence. The Financial Crime Unit delivers practitioner-grade intelligence and scoring models that support live investigations and law enforcement action.

We support clients from offices in London, Warsaw, Brussels, Miami, Boston, Toronto, and Pune.",https://www.linkedin.com/company/redcompass,10M-25M,
20857492,LIQUIDITY,51-200,Privately Held,liquidity.com,United Kingdom,Financial Services,"London, England","Liquidity is the worldâs leading AI-driven private credit lender providing flexible financing to visionary mid-market and late-stage companies globally. Liquidity deploys from $10 million to $200 million in flexible capital designed to scale in step with vision and ambition with market-leading precision and pace.

Liquidity is a nexus of the sharpest minds in private credit and technology, powered by breakthrough decision science AI that drives the entire investment process from origination to exit faster than any firm in capital markets history.

Liquidityâs proprietary technology brings clarity to complexity, revealing hidden paths and guiding smarter investment decisions. Every move is data-driven, insight-led and shaped for long term advantage. Precise, scalable and built to perform.

Liquidityâs global reach and regional expertise in every key market across North America, Europe, APAC and MENA propels growth for companies across borders, sectors and strategies.

Backed by leading financial institutions including MUFG Bank Ltd., Spark Capital, KeyBank, Cross River Bank, Meitav Dash, IDB Bank and others.

Visit liquidity.com",https://www.linkedin.com/company/liquidity,1M-5M,40000000.0
1187798,Elliptic,51-200,Privately Held,elliptic.co,United Kingdom,Financial Services,"London, England","Elliptic is the leader in digital asset decisioning. We have built the most comprehensive platform with unrivalled uptime and scalability for efficiently extracting crypto data and intelligence with the greatest accuracy.

The depth and breadth of our data and intelligence means exacting organizations choose Elliptic for their compliance, risk management, intelligence operations and blockchain infrastructure needs.",https://www.linkedin.com/company/ellipticco,75M-200M,60000000.0
17385659,BGF,51-200,Privately Held,bgf.co.uk,United Kingdom,Financial Services,"London, England","BGF is the UK and Ireland's most active growth investor, backing ambitious businesses with minority investment to help them scale on their own terms.

Since 2011, we have invested more than Â£5bn in 650+ businesses across every region and sector. Today, with more than Â£3.5bn in assets under management, we continue to support a range of growing companies across early-stage and growth-stage.

Through our 15 offices across the UK and Ireland, we're close to the businesses we back, combining local insight with national scale to build trusted partnerships with entrepreneurs and management teams.

Beyond investment, our portfolio companies benefit from the expertise of our 200+ strong team, as well as dedicated value creation support spanning talent, operational expertise and our Scale community â including a network of more than 8000+ experienced business leaders, sector specialists and board-level non-executives.

Learn more:
BGF UK: https://www.bgf.co.uk
BGF Ireland: https://www.bgfireland.ie/",https://www.linkedin.com/company/bgfinvestments,200M-500M,
39833163,"D. Hilton Associates, Inc.",11-50,Privately Held,dhilton.com,United States,Financial Services,"The Woodlands, Texas","D. Hilton Associates, Inc. is one of the most recognized credit union consulting firms in the country with 40 years of experience. To date, D. Hilton has provided credit union consulting services to nearly 3,000 credit unions nationwide, with assets ranging from $50 million to more than $15 billion. Our major practice areas are Executive Recruiting, Compensation Planning, Retention & Retirement, Strategic Services, and Board Leadership.

To view all our current nationwide job opportunities available please go to http://dhilton.com/jobs.",https://www.linkedin.com/company/d-hilton-associates,25M-75M,
32000244,Crowdcube,51-200,Privately Held,crowdcube.com,United Kingdom,Financial Services,"London, England","At Crowdcube, we believe in the power of funding with impact. Behind 20 of the most popular crowdfunding campaigns of all time, we are Europeâs leading equity crowdfunding platform â empowering founders to raise the capital they need to make a lasting difference in the world. Our platform provides an innovative approach to fundraising, connecting ambitious entrepreneurs with a vibrant community of investors who are passionate about supporting meaningful ventures. Having worked with the likes of Monzo, ZOE, Qonto, Heura, what3words and more, we want to help take your business to the next level.

Risk Warning: Investing in start-ups and early stage businesses involves risks, including illiquidity, lack of dividends, loss of investment and dilution, and it should be done only as part of a diversified portfolio. Crowdcube is targeted exclusively at investors who are sufficiently sophisticated to understand these risks and make their own investment decisions. You will only be able to invest via Crowdcube once you are registered as sufficiently sophisticated.",https://www.linkedin.com/company/crowdcube-limited,10M-25M,3400000.0
40913219,NALA,51-200,Privately Held,nala.com,United States,Financial Services,"San Francisco, California","NALA is the global multi-currency account for the next billion.

We built NALA for people who live across borders, empowering people to receive, hold, convert and send money fast, with low, transparent fees. Over a million customers. Billions moved. Two-time Forbes Fintech 50.

NALA has raised over $50M, backed by some of the world's best investors including Y Combinator, Accel and Acrew Capital, alongside founders of Robinhood, Monzo, Klarna, Kalshi, Deel and Chime.

 www.nala.com
____

For businesses, Rafiki is our payments infrastructure layer, a single API that enables global companies to move money reliably into and out of emerging markets across Africa and Asia.

Rafiki powers stablecoin on- and off-ramps, enabling faster, compliant settlement without the cost and delays of legacy correspondent banking.

Rafiki powers payments for global players including MoneyGram, TransferGo, Cadana, and more.

 www.rafiki.com",https://www.linkedin.com/company/nalamoney,75M-200M,50000000.0
25854909,ARPM - Advanced Risk and Portfolio Management,11-50,Educational,arpm.co,United States,Financial Services,"New York, New York","ARPM - Advanced Risk and Portfolio Management is an education firm for modern quantitative finance founded by Attilio Meucci in 2010.

Our strength is our expertise with real-world probability P, which is the mathematical foundation of data science, quantitative risk management, and quantitative portfolio management.

ARPMâs Mission is to promote the highest standards for learning advanced Data Science and Quantitative Finance and disseminate knowledge of Advanced Risk Management and Portfolio Management, across the financial industry: asset management, banking, and insurance.

To achieve our mission we maintain the Advanced Risk and Portfolio Management (ARPM) Lab, we provide educational programs built on the ARPM Lab, and we administer the ARPM Certificate to vet proficiency in advanced analytics for quantitative finance.",https://www.linkedin.com/company/arpm---advanced-risk-and-portfolio-management,1M-5M,
2046386,Angel Investment Network,11-50,Privately Held,angelinvestmentnetwork.co.uk,United Kingdom,Financial Services,"Twickenham, England","Welcome to Angel Investment Network
Since 2004, we have recognised a major challenge in the start-up world: many brilliant ideas struggle to secure the seed funding they need to grow, and entrepreneurs find it hard to connect with the right investors who can support their journey.

Our Mission
Driven by a passion for entrepreneurship, we created an online platform to make it quick and easy for startups to connect with a global network of angel investors. Thatâs how Angel Investment Network was born.

Who We Are Today
*One of the worldâs largest angel investment networks
*Over 1.5 million entrepreneurs
*More than 300,000 investors
*Growing every day

How It Works
For Entrepreneurs:
*Use our simple, user-friendly form to build your pitch
*Access tips and guides to help you through every step

For Investors:
*Browse thousands of deals on our website
*Filter opportunities by keyword, location, industry, investment size, and more
*Connect directly with entrepreneurs to explore investment possibilities

New in 2023: The Investor App
Our free app gives investors instant access to our global network anytime, anywhere. Itâs designed to help you:
*Discover new deals on the go
*Connect with entrepreneurs quickly
*Grow your investment portfolio effortlessly

Available now on the App Store and Google Play.  https://www.angelinvestmentnetwork.co.uk/investor-app

Join us on this exciting journey of innovation and growth. Together, we can shape the future of entrepreneurship and make a lasting impact.

Best wishes,
Mike",https://www.linkedin.com/company/angel-investment-network,10M-25M,
35412484,Green Finance Institute,11-50,Privately Held,greenfinanceinstitute.com,United Kingdom,Financial Services,"London, England","Our mission is to drive the transition to a clean, resilient and environmentally sustainable economy by channeling capital at pace and scale towards real-economy outcomes, creating jobs and increased prosperity for all.

We achieve this by creating the enabling environments and financial solutions needed to accelerate the transition to a net-zero and nature positive economy, and by testing, demonstrating, and scaling financial solutions across sectors and geographies, with a tenacious focus on practical outcomes.

For more information, visit https://www.greenfinanceinstitute.com/",https://www.linkedin.com/company/green-finance-institute,25M-75M,
290397,XP Investments,51-200,Privately Held,xpi.us,United States,Financial Services,"New York, New York","XP Investments US, LLC d/b/a XP Investments, a FINRA member, is affiliated with XP Investimentos, servicing institutional clients from around the world with their equities, fixed income and derivatives business needs in international markets. XP Investments also has a Private Wealth Management team servicing private clients from around the world with their needs in international markets.

XP Investmentsâ Private Wealth Management team in Miami strives at planning and structuring each clientâs investment portfolio in a personalized, open architecture model. We strive at working closely with our clients, taking into consideration not only their return objectives and risk tolerance, but also their life cycle, current situation and needs for adjustments.

XP Investmentsâ Institutional Desks in New York and Miami service two types of flows: Non Latin American institutions trading Brazilian and Latin American markets (North-South); and Brazilian and Latin American institutions trading international markets (South-North).

XP Investments offers institutional investors in the U.S.:

- The capability to trade Brazilian local markets through XP Investimentos.
- The capability to trade other Latam markets including Mexico, Chile, Colombia, and Peru.
- Corporate-access meetings with both public and non-public Brazilian, companies, industry consultants, and regulators.
- Customized market commentary from the largest trader of Brazilian equities and options on the Bovespa.

XP offers to institutional investors in Latam an extensive expertise in international markets, in addition to knowledge of current demands and interests from Latin American institutions on equities, fixed income, futures and derivatives.",https://www.linkedin.com/company/xp-investments,25M-75M,
